#source_id,ra,dec,phot_g_mean_mag
4068055175815745280,266.98749629796487,-24.797095979417833,19.05441
4068055278896785920,266.98389045668654,-24.78217139787383,20.08371
4068055072736528640,266.9757220047155,-24.807657270077247,19.697964
4068055210175481984,266.99915170950453,-24.787097810782544,19.170115
4068055072736529152,266.97083202913063,-24.811571934414417,19.520973
4068055343306798336,266.9506003967314,-24.79058359315414,17.601788
4068055210175482496,266.9988809598086,-24.78774176063907,19.548882
4068055210175481088,267.00449476812514,-24.78288467726154,19.447744
4068055210175481216,267.0048618978309,-24.78288592158658,19.88934
4068055210175481728,266.99749718331884,-24.78913094216231,20.026789
4068055038376789504,266.9649291260453,-24.81709122372277,18.861137
4068055072738270592,266.97946083996266,-24.806475388916805,20.736261
4068055210175479936,266.9949557023646,-24.791690946066247,19.069906
4068055175815742208,266.98686288905674,-24.798455278568834,19.7755
4068055072738270976,266.9716894310317,-24.811839047279953,20.25757
4068055072736526848,266.97210990749505,-24.81120722122198,20.131254
4068055072738270720,266.97532295953005,-24.80933321933139,20.792152
4068056309689148032,266.9587845266221,-24.749784117955414,20.234585
4068055210175478784,267.0047378816637,-24.783828446369043,19.007961
4068055278965978880,266.99240540550966,-24.778656036963465,17.37218
4068055072736540672,266.9721394045918,-24.807729722741392,19.988184
4068055038376803200,266.9674776735352,-24.811565791733244,19.158195
4068055038376801536,266.9642238971372,-24.814617234113065,20.24706
4068055175815755136,266.9913485340565,-24.791362525506454,18.97088
4068055210175493120,266.99755561666325,-24.78623609791533,19.837017
4068055072738267776,266.97940370808374,-24.807249918629257,20.63498
4068055038376800384,266.9609812012671,-24.81780671721318,19.059422
4068055072736539392,266.9789600604587,-24.802330531680482,19.495386
4068055038378527872,266.96273731555516,-24.818956109787553,20.274601
4068055038376801152,266.965090316626,-24.8141553390175,19.381985
4068056309689127296,266.96022222226406,-24.75397783290138,20.658972
4068055038376800128,266.9611271517059,-24.817708290225433,19.490849
4068055072736537344,266.97841631707195,-24.803067445683837,19.668806
4068055034069110528,266.9631914413298,-24.813792635376906,16.476664
4068055175815752576,266.98739647508995,-24.795343398115268,20.173067
4068055210175490688,267.0014416696266,-24.78353727783578,19.638771
4068056309689125632,266.95992455419065,-24.754423907850942,20.424866
4068055210175489664,266.9988473178657,-24.78616658360453,19.564602
4068055210175488000,267.0036092656751,-24.782194956460742,17.685438
4068055210175488128,267.00389064744223,-24.782317121969555,19.035028
4068055210175488640,266.9929087787781,-24.79121572806571,20.307816
4068055347614562176,266.9559873290789,-24.796137168122268,19.611113
4068055210175471488,267.0010838969776,-24.788193115146324,19.48551
4068055072738278144,266.9795091307825,-24.80443676827072,20.433073
4068056309689138816,266.95548159958844,-24.754174560226932,20.538115
4068055210175469952,267.00150980617656,-24.788463460990844,19.42787
4068056309758173952,266.9577408154881,-24.754148617866846,17.779387
4068056309758173696,266.9559656671991,-24.75605036762987,17.069643
4068055450693778944,266.9752697788917,-24.77901552602285,18.693274
4068055072738275712,266.98227918516824,-24.8033543305029,20.14538
4068055072736515072,266.98219097815905,-24.805183911237343,18.873238
4068055175815731072,266.99226913363316,-24.796453429626656,17.880058
4068055038378537856,266.9693459003529,-24.812190811537327,20.492062
4068056309689137024,266.95759733622555,-24.75319843170267,20.875599
4068055038376775680,266.9671849510703,-24.818302832962676,19.863686
4068055072738273536,266.9791879228575,-24.806018742560976,20.19455
4068055038376774784,266.96955948199667,-24.81653374059414,18.993284
4068055210175465728,266.9992532849027,-24.79117938642377,19.639704
4068055210175465600,267.0060793418357,-24.78538536241933,19.673141
4068055210175466240,267.00114076655774,-24.789535284965545,19.469746
4068055072738273024,266.9762227831006,-24.808319897629993,20.491423
4068055175815727616,266.9950627227533,-24.794778097682343,19.730694
4068055038376774272,266.9637114512584,-24.82162029980748,19.898495
4068055175815726080,266.9904142862507,-24.79912777577476,19.836157
